"","lowerBound","upperBound","middle","corArray"
"1",-0.269764360515925,0.282929931225968,0.00658278535502133,0
"2",-0.25531378837769,0.280844028080462,0.0127651198513856,0.0988482249480614
"3",-0.241286428630224,0.279049237489888,0.018881404429832,0.191125694618226
"4",-0.22762525944963,0.277535102415631,0.0249549214830006,0.27178465669227
"5",-0.214283332560247,0.276295061304253,0.0310058643720032,0.338140473806769
"6",-0.201220382679452,0.275325768736045,0.0370526930282964,0.389824765659598
"7",-0.188400077034388,0.274626717827806,0.0431133203967091,0.428141818211595
"8",-0.175787646633766,0.274200127009509,0.0492062401878715,0.455272231643198
"9",-0.163347695225719,0.274051088732545,0.0553516967534132,0.473627495064799
"10",-0.15104200358345,0.274188012870184,0.0615730046433672,0.485452653191823
